Stop_Code_LBSL,Stop_Name,Location_Easting,Location_Northing,Latitude,Longitude,Heading,Sms_Code,Stop_Area,Virtual_Bus_Stop
1460,NORTH END ROAD,525012,177244,51.47983446,-0.199560312,243,74661,6.00E+12,0
14600,ECCLESBOURNE ROAD,532265,184035,51.53921894,-0.092614225,133,50940,CE17,0
14601,ESSEX ROAD STATION #,532064,184192,51.54067705,-0.095452191,309,48375,CE08,0
14602,ESSEX ROAD STATION #,532103,184177,51.54053311,-0.094895722,129,77208,CE08,0
14605,CANONBURY SQUARE,531833,184398,51.54258248,-0.098704381,341,77471,C913,0
14606,CANONBURY GROVE,531910,184332,51.54197131,-0.097619288,129,47416,C913,0
14608,CANONBURY ROAD / HIGHBURY CORNER,531789,184535,51.54382405,-0.099287257,160,58793,C912,0
14609,HIGHBURY CORNER,531717,184606,51.54447897,-0.100298474,320,55003,C912,0
1461,TYRAWLEY ROAD,525633,176939,51.4769555,-0.19072987,317,77689,6.00E+04,0
14612,WHITTINGTON HOSPITAL / MAGDALA AVENUE,529159,187011,51.56668564,-0.136286792,129,57979,CF01,0
14613,WATERLOW ROAD / WHITTINGTON HOSPITAL,529167,186994,51.56653102,-0.13617767,309,54737,CF01,0
14615,WATERLOW PARK/LAUDERDALE HOUSE,528807,187248,51.56889625,-0.141276245,304,55343,9106,0
14616,HIGHGATE HILL / HORNSEY LANE,528936,187176,51.56821965,-0.139442215,125,53153,CF04,0
14618,CHANNING SCHOOL,528722,187315,51.56951784,-0.142477577,114,74871,9105,0
14619,BISHAM GARDENS,528582,187347,51.56983739,-0.144484994,288,75384,9105,0
1462,TYRAWLEY ROAD,525630,176960,51.47714491,-0.190765581,136,47066,6.00E+04,0
14622,BRIXTON STATION <> #,531023,175400,51.46190056,-0.113722206,13,75873,4.00E+01,0
14625,BROMLEY ROAD / LEWISHAM TOWN HALL,537669,173505,51.44329212,-0.018840425,5,58753,2L03,0
14627,SAVOY STREET,530536,180771,51.51028595,-0.118743139,238,52128,0.00E+00,0
14628,ALDWYCH,530625,180948,51.51185618,-0.117395644,22,51475,0.00E+00,0
1463,FORTUNE GREEN ROAD,525144,185961,51.55815381,-0.194564075,149,48149,8B08,0
14631,PURLEY TESCO,531151,161410,51.33613175,-0.117052185,213,72032,H525,0
14632,EAST FINCHLEY STATION <>,527279,189131,51.58616726,-0.162630944,353,58021,TW01,0
14635,BAKER STREET STATION <>,527908,182038,51.52227465,-0.156136115,162,57307,702,0
14636,EAST FINCHLEY STATION <>,527276,189153,51.58636566,-0.162666249,351,52611,TW01,0
14637,HAMMERSMITH LIBRARY,523399,178758,51.49379685,-0.22224958,178,50905,6904,0
14638,CLAPHAM COMMON STATION <>,529421,175306,51.46142435,-0.136806685,65,73118,4K04,0
14639,MORNINGTON CRESCENT STATION <>,529155,183325,51.533558,-0.137698076,2,50915,8M01,0
1464,FORTUNE GREEN ROAD,525197,185769,51.55641637,-0.193868236,331,55725,8B07,0
14640,HIGH STREET KENSINGTON STATION <>,525578,179595,51.50083994,-0.190576507,234,56875,7A02,0
14641,NORTH END ROAD,524295,178882,51.49471506,-0.20930441,232,50403,6A01,0
14659,POYNDERS COURT,529413,173985,51.44955327,-0.137405221,291,76847,4J03,0
1466,BURNT OAK BROADWAY,520059,190570,51.60068621,-0.266311764,141,57798,R010,0
14662,RICHARDS AVENUE,550474,188400,51.57388181,0.171654232,72,77978,VA04,0
14663,RICHARDS AVENUE,550363,188359,51.57354301,0.170035956,263,77765,VA04,0
14669,LAMBETH PALACE,530541,179030,51.49463729,-0.119315549,11,72019,4001,0
1467,STAG LANE,520155,190412,51.59924559,-0.264980314,325,50313,R006,0
14670,LAMBETH PALACE,530558,179051,51.4948221,-0.119063004,191,56012,4001,0
14671,ST THOMAS' HOSPITAL,530796,179489,51.49870367,-0.115473765,4,53819,4002,0
14672,ST THOMAS' HOSPITAL,530786,179405,51.49795102,-0.115648906,210,53045,4002,0
14674,DICKENSON ROAD,530277,187867,51.57412176,-0.119846355,160,55289,CG07,0
14675,DICKENSON ROAD,530236,187944,51.57482328,-0.120409169,337,52731,CG07,0
14676,DOVER ROAD,541152,186753,51.56149225,0.036551152,306,74555,X604,0
14677,LONGBRIDGE ROAD,544427,184628,51.54156673,0.082897184,307,55374,W509,0
1468,BARNES / RED LION,522304,176588,51.47453027,-0.238768426,247,49455,M403,0
14682,RED LION SQUARE,530647,181812,51.5196164,-0.116758446,245,54298,8013,0
14687,RAVEY STREET,533121,182467,51.52492542,-0.080870198,307,73334,D112,0
14689,CURTAIN ROAD,533307,182309,51.52346153,-0.078250161,312,55524,D003,0
14691,KING WILLIAM STREET / MONUMENT STN <>,532834,180905,51.51095461,-0.085594075,150,48865,1K03,0
14692,KNIGHTS AVENUE,518500,179458,51.50113709,-0.29255759,70,71567,QB07,0
14693,HALBUTT STREET,549020,185253,51.5459889,0.149351841,355,47635,WH04,0
14694,HALBUTT STREET,549040,185151,51.54506704,0.149596877,175,47289,WH04,0
14695,MARSHAM STREET,529889,178989,51.49441899,-0.128718507,90,59580,0K05,0
14696,ABBS CROSS GARDENS,553455,187152,51.56186404,0.214096992,212,50324,V502,0
14699,GROVE ROAD,538108,192896,51.61745262,-0.004921251,82,56936,Y605,0
14700,GROVE ROAD,538032,192871,51.6172466,-0.006028264,262,74127,Y605,0
14701,OAKMEAD GARDENS,520625,192831,51.62088751,-0.257364415,271,50049,TE02,0
14702,MOUNT GROVE,520645,192860,51.62114388,-0.257065636,91,49919,TE02,0
14703,HYDE PARK CORNER STATION <>,528281,179851,51.50253372,-0.15155808,83,72273,0J05,0
14705,THE WEALDSTONE CENTRE,515422,189670,51.59356609,-0.333536507,174,73901,SA01,0
14706,CAMBRIDGE ROAD,540070,187905,51.57211484,0.021409703,56,71138,X506,0
14707,HIGHSTONE AVENUE,540214,187984,51.572789,0.023517969,238,48650,X505,0
14708,BLAKE HALL ROAD,540231,188007,51.57299146,0.023772324,58,73342,X504,0
14709,ELTHAM CHURCH / COURT YARD,542663,174360,51.44973978,0.053322965,20,75979,G804,0
14710,ELTHAM HIGH STREET / PASSEY PLACE,542806,174426,51.45029686,0.055406359,91,53085,G807,0
14713,TWICKENHAM STATION,516077,173680,51.44970321,-0.329352802,143,53978,MH06,0
14715,FULWELL / SIXTH CROSS ROAD,514755,172139,51.43612089,-0.348870965,23,51733,MJ04,0
14718,THAMES AVENUE,550158,183102,51.52635826,0.164835355,106,56222,WK06,0
1472,CHANCERY LANE STATION <>,531092,181621,51.51779665,-0.1104187,95,74252,8014,0
14721,WHETSTONE / THE GRIFFIN,526547,193964,51.62977,-0.171447316,68,54686,TL09,0
14722,WHETSTONE / THE GRIFFIN,526484,193922,51.62940669,-0.172372315,251,48399,TL09,0
14723,TANGMERE GARDENS,511594,183114,51.53540663,-0.390863296,63,48784,QK03,0
14724,DILSTON CLOSE,511453,182986,51.53428391,-0.392936121,222,77105,QK03,0
14725,THE GRAPES,510697,181216,51.5185222,-0.404388834,23,55152,P103,0
14726,RICHMOND STATION <> #,518058,175232,51.4632439,-0.300336304,37,56228,M709,0
14727,RICHMOND STATION <> #,518048,175181,51.46278757,-0.300497237,206,55984,M709,0
14728,HAM GATE AVENUE,517900,172129,51.4353851,-0.303644134,26,71738,MA08,0
14729,HAM GATE AVENUE,517887,172049,51.43466871,-0.30385773,195,55697,MA07,0
1473,BROWNLOW STREET,530893,181592,51.51758217,-0.113296216,260,76458,8015,0
14732,CUMBERLAND ROAD,539822,168175,51.39486345,0.01001952,225,74879,FL01,0
14733,WESTMORELAND ROAD / CUMBERLAND ROAD,539884,168248,51.39550422,0.010938991,60,49595,FL01,0
14736,ST PANCRAS INTERNATIONAL STATION #,530151,182833,51.52890731,-0.123526755,235,72626,8503,0
14739,BECKENHAM JUNCTION STATION # >T<,537435,169662,51.40881091,-0.023696703,354,50275,FJ08,0
14752,TWICKENHAM / KING STREET,516236,173205,51.44540093,-0.327221493,224,52938,MH03,0
14756,WHITEHALL / TRAFALGAR SQUARE,530128,180148,51.50478075,-0.124849695,164,57357,0K10,0
14765,BEAUMARIS DRIVE,541699,191189,51.60121983,0.046228314,214,59602,XF12,0
14766,QUEENSBURY STATION <>,518889,189825,51.59423815,-0.283451245,82,58791,R005,0
14768,HENDON WAR MEMORIAL,522673,188891,51.58503186,-0.229171106,315,76229,T611,0
14769,ST JOSEPH'S SCHOOL,522594,189024,51.58624447,-0.230264458,124,48787,T610,0
14770,COLINDEEP LANE,522364,189121,51.58716631,-0.233549159,320,48187,T609,0
14772,SOUTHFIELDS,522435,190000,51.59505141,-0.232217999,1,49890,T404,0
14773,SOUTHFIELDS,522463,189979,51.59485658,-0.231821258,178,77768,T404,0
14774,HALL LANE,522436,190274,51.59751393,-0.232107926,3,52743,T403,0
14775,WESTSIDE,522463,190410,51.59873044,-0.231670777,178,75967,T403,0
14776,PENTAVIA RETAIL PARK,521977,191092,51.6049658,-0.238447654,335,54376,T401,0
14777,TITHE WALK,522111,190924,51.60342675,-0.236571968,147,72737,T401,0
14778,UNIVERSITY OF LONDON OBSERVATORY,521843,191823,51.61156511,-0.240127755,353,76521,TF10,0
14779,MILL HILL PARK,521877,191771,51.61109037,-0.239655,172,54176,TF10,0
1478,MEADWAY / HIGH BARNET STATION <>,524839,196269,51.65086859,-0.195291495,134,59465,TJ01,0
14780,HIGH ROAD SOUTH WOODFORD,540088,190510,51.59552091,0.022708895,71,55872,XC02,0
14781,HIGH ROAD SOUTH WOODFORD,539992,190429,51.59481685,0.02129137,255,75811,XC02,0
14797,BROMLEY SOUTH STATION #,540397,168726,51.39967331,0.018497987,4,55154,FR10,0
14799,OLD CAVENDISH STREET,528715,181154,51.5141461,-0.144832236,256,50638,807,0
148,TRAFALGAR SQUARE / CHARING CROSS STN <>#,530134,180521,51.50813177,-0.124625618,84,48121,0C15,0
14801,WIGHTMAN ROAD,530961,189446,51.58815449,-0.109391646,262,73212,9907,0
14802,WIGHTMAN ROAD,530937,189465,51.58833083,-0.109730828,63,54875,9907,0
14803,SPRING VILLA ROAD,519319,191491,51.6091217,-0.276678913,324,57920,SD06,0
1481,MORDEN ROAD / SOUTH WIMBLEDON STATION <>,525771,169976,51.41434069,-0.191218637,357,73242,LB10,0
14815,LAMPTON ROAD,513721,176853,51.47870311,-0.362225742,77,72568,N411,0
14816,CROWN ROAD,534682,196265,51.64856052,-0.053085061,94,74999,UJ10,0
14817,CROWN ROAD,534641,196258,51.64850743,-0.053680069,275,73557,UJ10,0
14819,THE AVENUE,510515,176818,51.47902408,-0.40838907,113,51435,N507,0
14827,GLACIER WAY,518088,183441,51.53702455,-0.29715622,155,56081,RJ03,0
14828,ALPERTON LANE,518173,183249,51.53528097,-0.295995555,329,77783,RJ04,0
14829,HANGER LANE STATION <>,518541,182679,51.53008039,-0.290883616,175,73747,QT02,0
1483,WEMBLEY HIGH ROAD,518528,185229,51.55300363,-0.290211988,274,57541,RH03,0
14830,QUILL STREET,518252,183129,51.53418581,-0.294897263,342,75716,QT01,0
14832,VICAR'S BRIDGE,518247,183169,51.5345464,-0.294955888,143,55615,RJ04,0
14833,ALPERTON STATION <>,518079,183810,51.54034318,-0.297162133,46,57826,RJ12,0
14834,IVEAGH AVENUE,519128,183417,51.53659027,-0.282174634,232,57142,QT07,0
14835,IVEAGH AVENUE,519196,183518,51.53748374,-0.281160344,55,53627,QT07,0
14837,BRENTMEAD GARDENS,518910,183238,51.53502731,-0.285377148,228,71578,QT15,0
14838,STONEBRIDGE PARK STATION <> #,519754,184209,51.54357657,-0.272882595,50,49709,RE07,0
1484,SUDBURY AND HARROW ROAD STATION#,516879,185340,51.55434546,-0.313951055,327,57832,RN05,0
14840,GLACIER WAY,518064,183459,51.53719136,-0.297496101,335,49756,RJ03,0
14841,HARROW & WEALDSTONE STATION,515369,189565,51.59263315,-0.334335902,328,58763,SA15,0
14842,WEST CROSS WAY,516738,177613,51.48491979,-0.318544437,235,56393,N903,0
14843,WEST CROSS WAY,516695,177608,51.48488372,-0.319165161,55,51608,N902,0
14845,LOMBARD ROAD,525814,169535,51.41036737,-0.190757073,181,48836,LB11,0
14846,MORDEN ROAD TRAM STOP >T<,525809,169370,51.40888544,-0.190887483,356,57700,LB11,0
14850,TIFFIN GIRLS SCHOOL,517983,170927,51.42456344,-0.302850937,156,77360,K005,0
14851,WOODHEYES ROAD,520912,185178,51.55203924,-0.255856868,75,75451,R801,0
14852,WOODHEYES ROAD,520904,185145,51.55174434,-0.255983555,254,48818,R801,0
14853,KINGSBURY STATION <>,519311,188734,51.58434268,-0.277732217,258,72740,R204,0
14854,NORTHWOOD STATION <>,509318,191448,51.61076623,-0.421074736,270,57336,PP09,0
14855,NORTHWOOD STATION <>,509296,191466,51.6109323,-0.421386747,97,53265,PP09,0
14856,CRESCENT PARADE,507439,182773,51.53314757,-0.450856638,181,58336,PJ16,0
14857,OAK FARM LIBRARY,507563,183646,51.54097148,-0.448802606,198,77120,PG02,0
14858,ICKENHAM STATION <>,507976,186163,51.56351817,-0.44207611,182,52612,PM02,0
14859,CRESCENT PARADE,507422,182809,51.53347441,-0.451090676,1,75649,PJ16,0
14860,CLIFTON GARDENS,507438,183333,51.53818169,-0.450700118,18,56399,PG01,0
14861,AUSTINS LANE,508002,186295,51.56469975,-0.44166055,27,74849,PM02,0
14864,SHAKESPEARE AVENUE,511160,182074,51.52614378,-0.397447096,173,47915,P001,0
14865,WILLOW TREE LANE,511140,182245,51.52768482,-0.397681341,18,71081,P002,0
14869,SOMERTON ROAD,523951,186158,51.56018792,-0.211696797,334,73575,T317,0
14870,SOMERTON ROAD,523946,186191,51.56048563,-0.21175726,153,52159,T317,0
14873,CHISWICK ROUNDABOUT / GUNNERSBURY,519236,178402,51.49149045,-0.282314733,302,52329,NF04,0
14875,LINDSAY ROAD,522778,165667,51.37626587,-0.235731308,107,57248,JC04,0
14879,TOLLINGTON PARK,530552,186570,51.5624013,-0.116361818,325,73962,CJ18,0
1488,WOOD GREEN STATION <>,530990,190449,51.59716217,-0.108598756,157,71915,9704,0
14881,SUTTON POLICE STATION,526056,164063,51.36113028,-0.189221684,137,52569,J716,0
14886,CAMBRIDGE PARK,517399,174191,51.45402382,-0.310165048,193,58060,ML02,0
14888,BELVEDERE COURT,526931,188827,51.58351348,-0.167761755,295,73350,TX05,0
14889,WAYFARER ROAD,512128,182829,51.53273897,-0.383257321,108,58348,QK10,0
14890,WAYFARER ROAD,512012,182856,51.5330047,-0.384920587,292,75062,QK10,0
14892,CONCORD ROAD,519562,182280,51.5262787,-0.276305513,93,73992,Q402,0
14893,KENDAL AVENUE,519388,182244,51.52599194,-0.278825011,273,56682,Q402,0
14895,SHEEN COURT,519389,175209,51.46275791,-0.28119108,62,59571,M307,0
1490,KENSINGTON OLYMPIA STATION <>#,524372,178951,51.49531831,-0.208171345,66,74217,6A01,0
14908,NORTHOLT STATION <>,513253,184518,51.54769643,-0.366499727,40,77517,QP01,0
14910,CHALGROVE AVENUE,525201,167759,51.39454001,-0.200194387,238,73668,LE14,0
14911,RUTLAND DRIVE,524844,167132,51.38898305,-0.205544217,38,48325,LE01,0
14912,ASH ROAD,524415,166515,51.38353151,-0.211923468,216,50823,JB04,0
14913,STONECOT HILL / GARTH ROAD,524118,166075,51.37964168,-0.216343469,219,56763,JB05,0
14914,ST ANTHONY'S HOSPITAL,523968,165863,51.37776894,-0.218571939,212,56452,JC11,0
14915,NORTH CHEAM SPORTS CLUB,523680,165391,51.37358926,-0.222872701,211,47370,JC14,0
14916,BURLEIGH ROAD,524345,166434,51.3828188,-0.212957337,34,50693,JB04,0
14917,STONECOT HILL / GARTH ROAD,524163,166164,51.3804318,-0.215666012,34,76744,JB05,0
14918,NORTH CHEAM SPORTS CLUB,523708,165454,51.37414942,-0.222448648,33,56526,JC13,0
14919,HARROW WEALD BUS GARAGE,515042,190970,51.60532898,-0.338594008,182,73944,S903,0
1492,PECKHAM RYE / EAST DULWICH ROAD,534398,175539,51.46235836,-0.065110452,4,57668,3R12,0
14920,ESSEX ROAD STATION #,532212,184184,51.54057049,-0.093322101,231,74668,CE08,0
14927,BARNET HIGH STREET / BARNET CHURCH,524703,196406,51.65213011,-0.19720764,130,76990,TJ02,0
14929,FELTHAM STATION # / VICTORIA ROAD,510606,173160,51.4461242,-0.408223694,14,51843,N104,0
1493,PECKHAM RYE / EAST DULWICH ROAD,534412,175521,51.46219326,-0.064915866,184,74085,3R12,0
14931,CANONS PARK STATION <>,518140,191214,51.60688059,-0.293792367,264,47866,SG06,0
14933,BROOMHILL ROAD,525367,174271,51.45303428,-0.195504929,182,54160,5L01,0
1494,EAST DULWICH ROAD / PECKHAM RYE,534334,175474,51.46178937,-0.066055978,80,48700,3R07,0
14946,WEMBLEY CENTRAL STATION <> #,518221,185139,51.5522591,-0.294668662,57,73700,RH01,0
14948,STRODE ROAD,522377,184678,51.54722923,-0.234909097,296,55486,R704,0
14951,OXLOW LANE,548984,185697,51.54998824,0.149021047,355,49416,WA01,0
14952,OXLOW LANE,548984,185835,51.55122832,0.149079504,175,49000,WA02,0
14953,MARTINS CORNER / VALENCE AVENUE,547732,185803,51.55127002,0.131019585,83,74511,W901,0
14954,MARTINS CORNER / VALENCE AVENUE,547719,185787,51.55112964,0.130825481,263,59045,W901,0
14960,SIDCUP HIGH ST / POLICE STATION,546226,171797,51.42579829,0.10350919,278,53322,EK09,0
14964,STAPLEHURST ROAD,527423,163222,51.3532662,-0.169896935,194,76315,J104,0
14968,HARROW ROAD,519965,184373,51.54500583,-0.269785078,53,50529,RE06,0
14973,WESTMINSTER CATHEDRAL,529208,179193,51.49640857,-0.138449227,75,56349,0G04,0
14975,COMMERCE WAY,531067,165549,51.37335193,-0.116732296,159,55656,H905,0
14976,ELMERS END GREEN,536010,168397,51.39778546,-0.044660256,245,71412,FK02,0
14978,THE CLOSE,536195,168327,51.39711195,-0.042029152,350,51396,FK14,0
14997,ENFIELD TOWN / CHURCH STREET,532711,196564,51.65171646,-0.081446322,92,72746,US07,0
150,PICCADILLY CIRCUS,529401,180648,51.50944158,-0.135136305,102,73476,0C05,0
15002,SMITHAM DOWNS ROAD,530448,160356,51.32682021,-0.127525461,45,57007,H529,0
15003,VALENCE AVENUE,547795,186923,51.56131805,0.132398478,87,50576,WB08,0
15004,VALENCE AVENUE,547853,186906,51.56115008,0.133227532,278,77091,WB08,0
15008,CHURCH ROAD,546521,171635,51.42426627,0.107682777,292,72944,EK12,0
15009,VANBRUGH HILL,539591,178279,51.48572567,0.010685841,267,73841,GQ05,0
15011,PERRIN ROAD,516568,185980,51.56016249,-0.318223119,354,55849,RN03,0
15012,PERRIN ROAD,516615,185888,51.55932583,-0.317575866,156,51454,RN03,0
15013,SUDBURY COURT ROAD,516475,186321,51.5632468,-0.31945124,348,50146,RN02,0
15015,HARROW CENTRAL POLICE STATION,515573,187840,51.57708606,-0.331959956,152,76001,SC09,0
15016,HARROW CENTRAL POLICE STATION,515548,187867,51.57733388,-0.332311727,332,57193,SC09,0
15017,HINDES ROAD,515660,188619,51.58407031,-0.330448241,167,71848,SC04,0
15018,SAFARI CINEMA,515637,188848,51.58613341,-0.330704647,7,55395,SC05,0
15019,HARROW CIVIC CENTRE,515626,189055,51.5879963,-0.330795166,159,52929,SC06,0
15020,HARROW CIVIC CENTRE,515587,189189,51.58920876,-0.331313784,3,55703,SC07,0
15021,WEALDSTONE BAPTIST CHURCH,515374,189996,51.5965062,-0.334121993,148,49197,SA02,0
15023,WARHAM ROAD,515761,190097,51.59733463,-0.328503345,248,73418,SA05,0
15024,WARHAM ROAD,515842,190144,51.59774043,-0.327318783,61,74728,SA05,0
15025,BORROWDALE AVENUE,516125,190289,51.59898548,-0.323186323,63,51677,SA06,0
15026,BORROWDALE AVENUE,516106,190269,51.59880963,-0.323467173,243,53660,SA06,0
15027,BELMONT CIRCLE,516600,190526,51.60101759,-0.316251832,125,71196,SG01,0
15028,BELMONT CIRCLE,516573,190463,51.60045691,-0.316662484,283,76577,SG01,0
15029,BELLAMY DRIVE,516850,190650,51.60208034,-0.3126021,235,47102,SG02,0
15030,BELLAMY DRIVE,516903,190703,51.60254573,-0.311819429,52,76463,SG02,0
15031,BELMONT LANE,517104,190933,51.6045713,-0.308841356,249,48447,SG03,0
15032,BELMONT LANE,517137,190959,51.60479813,-0.308356323,68,55593,SG03,0
15033,ABERCORN ROAD,517339,191041,51.60549312,-0.30541305,68,57947,SG04,0
15034,ABERCORN ROAD,517388,191047,51.60553683,-0.304703726,248,57264,SG04,0
15035,CANONS PARK STATION <>,518211,191235,51.60705444,-0.292760375,85,72925,SD01,0
15036,ST LAWRENCE CHURCH,518607,191305,51.60760034,-0.287020284,61,54795,SD02,0
15037,ST LAWRENCE CHURCH,518675,191331,51.6078197,-0.286029866,241,50149,SD02,0
15038,EDGWARE POLICE STATION,519186,191552,51.60969816,-0.278578151,224,52444,SD04,0
15039,ST MARGARETS CHURCH,519293,191673,51.61076307,-0.2769923,45,76621,SD05,0
15040,KEW BRIDGE,519003,177697,51.48520266,-0.28590736,358,77215,M004,0
15041,KEW GREEN,519019,177605,51.48437235,-0.285708027,177,58664,M004,0
15042,MORTLAKE ROAD,519019,177310,51.48172074,-0.285807474,31,57712,M003,0
15044,KEW GARDENS ROAD,518933,177150,51.48030067,-0.287099401,27,75909,M002,0
15045,KEW GARDENS ROAD,518895,177047,51.47938284,-0.287681103,206,51399,M002,0
15046,KEW ROAD / VICTORIA GATE,518814,176862,51.47773699,-0.288909342,14,48285,M001,0
15047,KEW ROAD / VICTORIA GATE,518807,176788,51.47707331,-0.289034997,194,55356,M001,0
15048,THE AVENUE,518707,176455,51.47410112,-0.290586343,18,54804,M604,0
15049,THE AVENUE,518698,176365,51.47329404,-0.290746125,190,56912,M604,0
15050,KEW GARDENS / LION GATE,518619,176026,51.4702635,-0.291997005,8,58855,M603,0
15051,KEW GARDENS / LION GATE,518632,176030,51.47029672,-0.291808563,188,73913,M603,0
15059,GILLESPIE ROAD,531905,186343,51.56004628,-0.096937102,179,50415,C805,0
15060,MONSELL ROAD,531801,186476,51.56126592,-0.098386803,317,73089,C805,0
15061,RIVERSDALE ROAD,531913,186112,51.5579683,-0.096908435,174,76292,C806,0
15062,RIVERSDALE ROAD,531908,186060,51.55750213,-0.097000038,352,55743,C806,0
15063,HIGHBURY BARN / LONDON METROPOLITAN UNI,531944,185488,51.55235288,-0.096695632,174,49525,C704,0
15064,HIGHBURY GRANGE/ LONDON METROPOLITAN UNI,531945,185634,51.55366482,-0.096626434,13,50696,C704,0
15065,HIGHBURY GROVE SCHOOL / ABERDEEN PARK,531964,185258,51.55028109,-0.096493607,175,49563,C909,0
15066,ABERDEEN PARK,531956,185233,51.55005827,-0.096618313,353,52564,C909,0
15067,HIGHBURY GROVE SCHOOL / BAALBEC ROAD,531966,185046,51.54837528,-0.096544317,6,53209,C908,0
15068,MEYRICK ROAD,522148,184870,51.54900459,-0.238143695,321,55803,R703,0
15069,BURNLEY ROAD,521857,185298,51.55291447,-0.242190634,349,55449,R712,0
15070,BURNLEY ROAD,521861,185339,51.55328212,-0.242118754,169,73779,R712,0
15071,DOLLIS HILL LANE,521599,185732,51.55687103,-0.245760355,311,58247,R910,0
15074,QUAINTON STREET,520740,186360,51.5627002,-0.257930757,127,47085,R901,0
15075,DEANSCROFT AVENUE,520474,187022,51.56870733,-0.261539801,357,48379,R406,0
15076,DEANSCROFT AVENUE,520486,187011,51.56860589,-0.261370497,174,52223,R406,0
15077,SLOUGH LANE,520466,188143,51.57878487,-0.261270688,2,52583,R114,0
15078,SLOUGH LANE,520483,187991,51.57741502,-0.261077598,177,76245,R114,0
15079,KINGSBURY GREEN,520485,188480,51.58180984,-0.260880939,22,49994,R115,0
15080,KINGSBURY GREEN,520490,188454,51.58157508,-0.260817727,199,47971,R115,0
15081,ROE GREEN,520300,188671,51.58356612,-0.263484511,122,47210,R101,0
15082,HIGHFIELD AVENUE,520252,188773,51.58449317,-0.264142099,359,74563,R109,0
15083,FAIRFIELDS CRESCENT,520292,188990,51.58643508,-0.263490605,26,74057,R110,0
15084,FAIRFIELDS CRESCENT,520333,189065,51.58710044,-0.262873315,189,76874,R110,0
15085,GROVE PARK,520210,189383,51.58998496,-0.264539131,9,47622,R116,0
15086,GROVE PARK,520232,189469,51.59075326,-0.264192208,187,75677,R116,0
15087,CARLISLE ROAD,520087,189806,51.59381323,-0.266169213,146,55120,R011,0
15088,CARLISLE ROAD,520030,189882,51.59450848,-0.266965777,329,47456,R011,0
15089,HOLYROOD GARDENS,519900,190215,51.59752926,-0.268728011,172,47984,R012,0
15090,HOLYROOD GARDENS,519890,190201,51.59740555,-0.268877119,354,47373,R012,0
15091,OAK GARDENS,520059,190428,51.59940988,-0.266360378,236,59294,R003,0
15092,BOSTON ROAD,520265,191166,51.60599922,-0.263134099,339,51137,TD06,0
15093,NORWICH WALK,520284,191142,51.60577945,-0.262868072,159,48403,TD06,0
15094,RUDDOCK CLOSE,520216,191434,51.60841853,-0.263749497,155,52682,TD07,0
15095,DEANSBROOK ROAD,520179,191518,51.60918144,-0.264254814,2,59331,TD07,0
15096,DEANS WAY,520219,191956,51.61310973,-0.263527132,30,58860,TC05,0
15097,LANESIDE,520294,192022,51.61368693,-0.262421692,236,48419,TC05,0
15098,GREENCROFT,520517,192224,51.61545484,-0.259132706,16,54621,TC06,0
15099,SEFTON AVENUE,520490,192152,51.61481347,-0.259547287,242,47573,TC06,0
15100,KEMPSHOTT ROAD,530274,170551,51.41849173,-0.126283756,333,48213,4T08,0
15101,HERMITAGE LANE,530557,170089,51.41427425,-0.122385928,171,55646,4T06,0
15102,TYLECROFT ROAD,530744,169298,51.4071218,-0.119989826,339,49526,HN03,0
15104,EDERLINE AVENUE,530900,168883,51.40335587,-0.117901125,342,47603,HN04,0
15105,EDERLINE AVENUE,530886,168961,51.40406015,-0.118073519,160,52239,HN04,0
15106,COLLIERS WATER LANE,531244,167930,51.39471101,-0.113310465,343,77917,HP09,0
15107,LANGDALE ROAD,531196,168123,51.39645675,-0.113928728,158,52641,HP10,0
15108,CROYDON UNIVERSITY HOSPITAL,531437,167384,51.38975899,-0.110739825,344,54668,HP07,0
1511,SEVEN KINGS STATION #,545576,187140,51.56384529,0.100495775,254,51999,X208,0
15110,BROAD GREEN AVENUE,531625,166831,51.38474517,-0.108244143,329,50050,HA01,0
15111,BROAD GREEN AVENUE,531627,166854,51.38495143,-0.108206889,149,54644,HA01,0
15112,MONTAGUE ROAD,531976,166303,51.37991811,-0.103398649,330,52599,HA03,0
15113,MONTAGUE ROAD,531936,166394,51.3807453,-0.103939339,150,52748,HA03,0
15115,CROYDON FLYOVER,532351,165162,51.36957578,-0.098437836,349,72417,HC21,0
15116,UPLAND ROAD,532514,164105,51.36003771,-0.096491332,353,48829,HD02,0
1512,SEVEN KINGS STATION #,545562,187151,51.56394775,0.100298473,74,74195,X208,0
15128,WESTFERRY STATION [DLR],537033,180708,51.50818122,-0.025192665,204,77453,BP18,0
15129,MARSH WALL / HERON QUAY,537109,180004,51.50183583,-0.024371847,2,58467,BN01,0
15130,MARSH WALL / HERON QUAY,537131,180104,51.50272921,-0.024016165,183,72779,BN01,0
15131,BARKANTINE CLINIC / HUTCHINGS STREET,537121,179559,51.49783363,-0.024372037,356,73708,BM08,0
15132,BARKANTINE CLINIC / HUTCHINGS STREET,537125,179618,51.4983629,-0.024291508,176,51464,BM08,0
15133,SIR JOHN MCDOUGAL GARDENS,537130,179423,51.4966092,-0.024295313,356,47649,BM07,0
15134,SIR JOHN MCDOUGAL GARDENS,537146,179362,51.4960571,-0.024088652,176,52357,BM07,0
15135,CREWS STREET,537203,178970,51.4925203,-0.023420387,1,75845,BM05,0
